GeneChip,ProbeSet,ProbeX,ProbeY,PM/MM,PixelX,PixelY,Intensity
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4894,822,875
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2583,5047,688
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2583,5048,1407
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2583,5049,1808
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2583,5050,1927
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2583,5051,1753
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2584,5047,941
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2584,5048,1862
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2584,5049,2297
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2584,5050,2268
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2584,5051,2346
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2585,5047,1080
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2585,5048,2019
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2585,5049,2225
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2585,5050,2247
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2585,5051,2136
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2586,5047,1154
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2586,5048,1933
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2586,5049,2077
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2586,5050,2025
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2586,5051,2023
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2587,5047,842
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2587,5048,1289
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2587,5049,1447
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2587,5050,1417
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,337,685,PM,2587,5051,1596
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,531,4504,523
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,531,4505,1132
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,531,4506,1653
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,531,4507,1885
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,531,4508,1969
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,531,4509,1705
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,532,4504,647
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,532,4505,1413
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,532,4506,1958
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,532,4507,2113
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,532,4508,2044
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,532,4509,1784
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,533,4504,671
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,533,4505,1500
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,533,4506,1965
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,533,4507,2073
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,533,4508,2035
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,533,4509,1747
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,534,4504,601
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,534,4505,1233
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,534,4506,1484
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,534,4507,1592
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,534,4508,1561
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,534,4509,1241
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,535,4504,323
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,535,4505,601
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,535,4506,638
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,535,4507,676
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,535,4508,625
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,45,609,PM,535,4509,450
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1785,990,449
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1785,991,640
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1785,992,786
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1785,993,892
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1785,994,764
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1786,990,504
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1786,991,745
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1786,992,861
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1786,993,935
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1786,994,836
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1787,990,542
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1787,991,782
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1787,992,888
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1787,993,875
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1787,994,767
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1788,990,436
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1788,991,588
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1788,992,643
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1788,993,609
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1788,994,505
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1789,990,301
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1789,991,394
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1789,992,452
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1789,993,472
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,221,109,PM,1789,994,449
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,950,3619,719
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,950,3620,379
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,950,3621,378
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,950,3622,438
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,950,3623,397
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,951,3619,641
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,951,3620,410
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,951,3621,416
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,951,3622,403
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,951,3623,368
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,952,3619,630
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,952,3620,383
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,952,3621,368
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,952,3622,424
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,952,3623,319
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,953,3619,599
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,953,3620,332
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,953,3621,291
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,953,3622,317
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,953,3623,289
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,954,3619,361
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,954,3620,215
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,954,3621,198
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,954,3622,204
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,104,483,PM,954,3623,213
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,509,4533,4571
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,509,4534,4583
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,509,4535,4597
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,509,4536,4624
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,509,4537,4619
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,510,4533,3889
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,510,4534,4248
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,510,4535,4192
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,510,4536,4177
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,510,4537,4218
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,511,4533,3709
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,511,4534,4126
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,511,4535,4146
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,511,4536,4075
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,511,4537,4124
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,512,4533,3672
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,512,4534,4000
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,512,4535,4119
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,512,4536,4108
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,512,4537,4051
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,513,4533,3044
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,513,4534,3244
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,513,4535,3325
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,513,4536,3246
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,42,613,PM,513,4537,3088
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,427,943,2923
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,427,944,3037
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,427,945,3097
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,427,946,2945
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,427,947,2834
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,428,943,3142
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,428,944,3340
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,428,945,3404
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,428,946,3247
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,428,947,3040
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,429,943,3197
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,429,944,3330
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,429,945,3458
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,429,946,3432
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,429,947,3133
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,430,943,2917
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,430,944,3043
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,430,945,3189
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,430,946,3103
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,430,947,2819
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,431,943,2361
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,431,944,2393
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,431,945,2277
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,431,946,2038
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,28,103,PM,431,947,1795
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3126,234,302
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3126,235,408
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3126,236,568
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3126,237,736
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3126,238,1140
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3127,234,342
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3127,235,446
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3127,236,597
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3127,237,817
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3127,238,1275
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3128,234,373
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3128,235,545
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3128,236,669
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3128,237,782
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3128,238,1196
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3129,234,354
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3129,235,569
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3129,236,693
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3129,237,780
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3129,238,1085
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3130,234,332
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3130,235,487
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3130,236,519
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3130,237,646
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,411,1,PM,3130,238,708
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4088,2265,468
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4088,2266,586
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4088,2267,557
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4088,2268,627
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4088,2269,623
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4089,2265,566
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4089,2266,525
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4089,2267,579
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4089,2268,587
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4089,2269,512
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4090,2265,485
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4090,2266,554
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4090,2267,662
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4090,2268,564
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4090,2269,479
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4091,2265,410
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4091,2266,410
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4091,2267,465
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4091,2268,481
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4091,2269,343
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4092,2265,169
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4092,2266,199
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4092,2267,235
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4092,2268,240
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,549,289,PM,4092,2269,219
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4880,2901,227
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4880,2902,351
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4880,2903,479
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4880,2904,583
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4880,2905,610
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4881,2901,251
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4881,2902,426
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4881,2903,574
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4881,2904,662
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4881,2905,663
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4882,2901,335
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4882,2902,508
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4882,2903,614
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4882,2904,692
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4882,2905,701
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4883,2901,281
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4883,2902,479
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4883,2903,618
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4883,2904,685
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4883,2905,669
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4884,2901,198
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4884,2902,303
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4884,2903,427
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4884,2904,472
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,379,PM,4884,2905,436
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,985,2071,2858
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,985,2072,3055
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,985,2073,3080
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,985,2074,3117
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,985,2075,2978
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,986,2071,2893
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,986,2072,3151
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,986,2073,3226
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,986,2074,3085
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,986,2075,2779
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,987,2071,2993
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,987,2072,3181
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,987,2073,3126
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,987,2074,3002
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,987,2075,2628
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,988,2071,2629
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,988,2072,2723
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,988,2073,2623
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,988,2074,2593
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,988,2075,2317
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,989,2071,1461
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,989,2072,1536
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,989,2073,1512
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,989,2074,1462
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,108,263,PM,989,2075,1333
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4757,2070,3148
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4757,2071,4002
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4757,2072,4080
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4757,2073,4276
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4757,2074,4020
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4758,2070,3456
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4758,2071,4413
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4758,2072,4442
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4758,2073,4649
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4758,2074,4499
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4759,2070,3390
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4759,2071,4380
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4759,2072,4470
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4759,2073,4665
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4759,2074,4579
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4760,2070,3262
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4760,2071,4202
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4760,2072,4425
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4760,2073,4597
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4760,2074,4318
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4761,2070,2781
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4761,2071,3547
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4761,2072,3788
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4761,2073,3858
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,644,261,PM,4761,2074,3583
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1730,623,1530
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1730,624,2262
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1730,625,2570
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1730,626,2775
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1730,627,2727
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1731,623,1607
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1731,624,2687
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1731,625,3033
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1731,626,3084
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1731,627,3112
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1732,623,1678
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1732,624,2816
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1732,625,3281
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1732,626,3283
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1732,627,3288
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1733,623,1769
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1733,624,2959
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1733,625,3375
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1733,626,3356
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1733,627,3349
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1734,623,1229
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1734,624,2097
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,57,PM,1734,625,2437
