GeneChip,ProbeSet,ProbeX,ProbeY,PM/MM,PixelX,PixelY,Intensity
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,370,5,PM,2841,264,682
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,370,5,PM,2841,265,597
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2314,4004,178
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2314,4005,284
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2314,4006,301
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2314,4007,329
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2314,4008,303
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2315,4004,182
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2315,4005,285
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2315,4006,290
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2315,4007,315
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2315,4008,298
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2316,4004,164
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2316,4005,250
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2316,4006,259
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2316,4007,296
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2316,4008,286
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2317,4004,140
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2317,4005,198
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2317,4006,195
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2317,4007,195
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2317,4008,174
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2318,4004,115
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2318,4005,141
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2318,4006,150
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2318,4007,130
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,298,537,PM,2318,4008,152
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1367,1608,846
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1367,1609,892
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1367,1610,891
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1367,1611,799
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1367,1612,611
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1368,1608,816
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1368,1609,864
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1368,1610,886
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1368,1611,810
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1368,1612,608
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1369,1608,735
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1369,1609,759
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1369,1610,793
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1369,1611,779
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1369,1612,607
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1370,1608,452
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1370,1609,466
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1370,1610,504
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1370,1611,524
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1370,1612,421
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1371,1608,206
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1371,1609,221
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1371,1610,278
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1371,1611,295
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,162,197,PM,1371,1612,293
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1080,4408,980
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1080,4409,1233
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1080,4410,1312
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1080,4411,1342
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1080,4412,1269
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1081,4408,897
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1081,4409,1222
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1081,4410,1338
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1081,4411,1288
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1081,4412,1221
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1082,4408,846
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1082,4409,1189
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1082,4410,1310
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1082,4411,1283
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1082,4412,1200
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1083,4408,545
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1083,4409,827
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1083,4410,978
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1083,4411,967
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1083,4412,869
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1084,4408,210
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1084,4409,287
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1084,4410,345
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1084,4411,347
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,123,595,PM,1084,4412,304
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4900,1648,1161
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4900,1649,1768
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4900,1650,1991
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4900,1651,2034
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4900,1652,2040
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4901,1648,999
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4901,1649,1650
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4901,1650,1890
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4901,1651,1957
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4901,1652,2008
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4902,1648,923
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4902,1649,1526
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4902,1650,1776
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4902,1651,1823
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4902,1652,1870
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4903,1648,791
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4903,1649,1345
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4903,1650,1594
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4903,1651,1632
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4903,1652,1689
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4904,1648,746
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4904,1649,948
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4904,1650,1021
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4904,1651,1053
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,664,201,PM,4904,1652,1096
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5151,2297,1969
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5151,2298,1984
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5151,2299,2005
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5151,2300,1956
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5151,2301,1681
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5152,2297,2052
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5152,2298,2115
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5152,2299,2136
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5152,2300,2055
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5152,2301,1799
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5153,2297,2166
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5153,2298,2171
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5153,2299,2229
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5153,2300,2025
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5153,2301,1909
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5154,2297,1800
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5154,2298,1839
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5154,2299,2002
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5154,2300,1988
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5154,2301,1616
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5155,2297,2316
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5155,2298,2357
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5155,2299,2459
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5155,2300,2509
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,700,293,PM,5155,2301,2217
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5138,1903,217
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5138,1904,303
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5138,1905,306
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5138,1906,291
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5138,1907,251
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5139,1903,284
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5139,1904,355
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5139,1905,376
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5139,1906,354
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5139,1907,303
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5140,1903,362
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5140,1904,408
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5140,1905,394
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5140,1906,373
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5140,1907,318
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5141,1903,424
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5141,1904,472
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5141,1905,426
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5141,1906,430
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5141,1907,398
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5142,1903,411
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5142,1904,421
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5142,1905,347
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5142,1906,355
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,698,237,PM,5142,1907,379
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2619,1894,569
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2619,1895,508
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2619,1896,541
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2619,1897,583
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2619,1898,628
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2620,1894,572
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2620,1895,507
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2620,1896,533
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2620,1897,546
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2620,1898,575
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2621,1894,502
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2621,1895,425
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2621,1896,470
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2621,1897,487
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2621,1898,623
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2622,1894,500
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2622,1895,446
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2622,1896,475
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2622,1897,499
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2622,1898,741
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2623,1894,727
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2623,1895,504
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2623,1896,524
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2623,1897,677
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,340,237,PM,2623,1898,840
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4949,1677,111
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4949,1678,131
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4949,1679,129
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4949,1680,134
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4949,1681,119
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4950,1677,126
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4950,1678,156
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4950,1679,163
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4950,1680,170
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4950,1681,158
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4951,1677,131
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4951,1678,147
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4951,1679,169
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4951,1680,160
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4951,1681,148
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4952,1677,129
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4952,1678,120
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4952,1679,195
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4952,1680,197
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4952,1681,133
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4953,1677,118
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4953,1678,129
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4953,1679,324
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4953,1680,341
HG-U133A_2,AFFX-HUMGAPDH/M33197_5_at,671,205,PM,4953,1681,200
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2815,2063,1210
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2815,2064,1110
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2815,2065,1054
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2815,2066,1043
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2815,2067,1100
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2816,2063,1147
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2816,2064,1197
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2816,2065,1229
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2816,2066,1190
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2816,2067,1142
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2817,2063,1188
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2817,2064,1195
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2817,2065,1227
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2817,2066,1191
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2817,2067,1169
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2818,2063,1091
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2818,2064,1034
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2818,2065,1096
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2818,2066,1134
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2818,2067,1050
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2819,2063,848
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2819,2064,727
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2819,2065,730
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2819,2066,760
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,368,261,PM,2819,2067,691
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1717,3552,1173
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1717,3553,851
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1717,3554,810
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1717,3555,752
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1717,3556,921
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1718,3552,1041
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1718,3553,803
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1718,3554,817
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1718,3555,855
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1718,3556,1054
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1719,3552,1063
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1719,3553,762
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1719,3554,798
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1719,3555,889
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1719,3556,1133
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1720,3552,920
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1720,3553,673
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1720,3554,697
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1720,3555,772
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1720,3556,883
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1721,3552,527
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1721,3553,333
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1721,3554,396
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1721,3555,449
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,213,473,PM,1721,3556,439
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4547,1971,1793
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4547,1972,2729
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4547,1973,2984
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4547,1974,3160
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4547,1975,3159
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4548,1971,1881
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4548,1972,2790
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4548,1973,3083
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4548,1974,3158
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4548,1975,3180
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4549,1971,1879
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4549,1972,2574
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4549,1973,2891
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4549,1974,2916
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4549,1975,2930
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4550,1971,1539
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4550,1972,1903
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4550,1973,2029
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4550,1974,2124
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4550,1975,2138
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4551,1971,1368
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4551,1972,1337
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4551,1973,1168
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4551,1974,1162
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,614,247,PM,4551,1975,1357
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4890,818,2095
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4890,819,2657
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4890,820,2905
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4890,821,3014
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4890,822,2380
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4891,818,2149
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4891,819,2802
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4891,820,3077
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4891,821,3180
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4891,822,2559
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4892,818,2179
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4892,819,2729
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4892,820,2933
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4892,821,3028
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4892,822,2483
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4893,818,1934
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4893,819,2250
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4893,820,2321
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4893,821,2420
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4893,822,1945
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4894,818,735
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4894,819,950
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4894,820,1053
HG-U133A_2,AFFX-HUMGAPDH/M33197_3_at,662,83,PM,4894,821,1103
